Address Name	Booth Number	Latitude	Longitude	Search	Settlement Name	Settlement Number
וולטה העלית 12	340.0	31.757530016711698	35.177680028219555	וולטה העלית 12, ירושלים	ירושלים	3000
שטרן אברהם 3	341.0	31.75651279515912	35.18066323323403	שטרן אברהם 3, ירושלים	ירושלים	3000
דהומיי 6	342.0	31.757029994277758	35.1658600359996	דהומיי 6, ירושלים	ירושלים	3000
וולטה העלית 12	343.0	31.757530016711698	35.177680028219555	וולטה העלית 12, ירושלים	ירושלים	3000
קוסטה ריקה 15	344.0	31.754890010578038	35.17125999330136	קוסטה ריקה 15, ירושלים	ירושלים	3000
זנגויל 29	345.0	31.780030000000068	35.21873000000005	זנגויל 29, ירושלים	ירושלים	3000
שד שרת משה 1	346.0	31.756740866761092	35.185910443897214	שד שרת משה 1, ירושלים	ירושלים	3000
שד שרת משה 1	347.0	31.756740866761092	35.185910443897214	שד שרת משה 1, ירושלים	ירושלים	3000
החרצית 10	348.0	31.757758508647353	35.16260928940074	החרצית 10, ירושלים	ירושלים	3000
שד שרת משה 1	349.0	31.756740866761092	35.185910443897214	שד שרת משה 1, ירושלים	ירושלים	3000
שטרן אברהם 3	350.0	31.75651279515912	35.18066323323403	שטרן אברהם 3, ירושלים	ירושלים	3000
שד שרת משה 1	351.0	31.756740866761092	35.185910443897214	שד שרת משה 1, ירושלים	ירושלים	3000
אולשוונגר 3	352.0	31.76851001650492	35.17008996343711	אולשוונגר 3, ירושלים	ירושלים	3000
רקם 2	353.0	31.753220000189373	35.18753999620097	רקם 2, ירושלים	ירושלים	3000
שד שרת משה 1	354.0	31.756740866761092	35.185910443897214	שד שרת משה 1, ירושלים	ירושלים	3000
זנגויל 29	355.0	31.780030000000068	35.21873000000005	זנגויל 29, ירושלים	ירושלים	3000
קוסטה ריקה 15	356.0	31.754890010578038	35.17125999330136	קוסטה ריקה 15, ירושלים	ירושלים	3000
