Party,City,City_code,Kalpi_N,Rikuz,Shofet,Potential_Electors,Voted,Disqualified,ApprovedVotes,Votes,PartyLetters,Name,Address,lon,lat,Rel,Kalpi_Rel,AddresO,n,OtherParties
Likud,אשקלון,7100,64 66 109 110 111 155,4,0,690,365,9,2081,690,מחל,הליכוד,שני אליהו אשקלון,34.5538023,31.6522785,0.3315713599231139,0.5907942744877912,שני אליהו אשקלון,21,<br>others:<br>33.0% ישראל_ביתנו<br>14.1% כחול_לבן<br>10.0% שס<br>
Likud,אשקלון,7100,58 63 86 87.1 87.2 87.3,16,0,594,351,2,2047,819,מחל,הליכוד,שד שפירא אשקלון,34.5546845,31.6536966,0.4000977039570103,0.5720238095238095,שד שפירא אשקלון,18,<br>others:<br>17.1% ישראל_ביתנו<br>15.8% שס<br>13.3% כחול_לבן<br>
Israel_Beitenu,אשקלון,7100,127,97,0,573,287,8,279,106,ל,ישראל_ביתנו,ברגר דוד 5 אשקלון,34.5571405,31.65203,0.37992831541218636,0.5008726003490401,ברגר דוד 5 אשקלון,10,<br>others:<br>33.0% הליכוד<br>14.7% כחול_לבן<br>8.2% שס<br>
Likud,אשקלון,7100,27 29 68,24,0,528,254,2,846,307,מחל,הליכוד,ברגר דוד אשקלון,34.5571601,31.6520411,0.3628841607565012,0.5041176470588236,ברגר דוד אשקלון,19,<br>others:<br>26.4% ישראל_ביתנו<br>18.3% כחול_לבן<br>9.9% שס<br>
Blue_White,יד מרדכי,358,1,1,0,694,535,4,531,240,פה,כחול_לבן,יד מרדכי,34.5575,31.586963,0.4519774011299435,0.770893371757925,יד מרדכי,13,<br>others:<br>22.4% מרצ<br>13.9% העבודה_גשר<br>10.5% הליכוד<br>
Likud,אשקלון,7100,56 80 89 126 176,14,0,523,354,4,1780,607,מחל,הליכוד,"עגנון ש""י אשקלון",34.557558,31.659223,0.34101123595505617,0.6288300835654597,"עגנון ש""י אשקלון",17,<br>others:<br>23.2% שס<br>14.5% כחול_לבן<br>13.1% ישראל_ביתנו<br>
Likud,אשקלון,7100,73,96,0,802,493,8,485,171,מחל,הליכוד,הטייסים 64 אשקלון,34.5580899,31.6754028,0.3525773195876289,0.614713216957606,הטייסים 64 אשקלון,13,<br>others:<br>34.4% ישראל_ביתנו<br>13.2% כחול_לבן<br>4.5% שס<br>
Likud,אשקלון,7100,24 39,28,0,672,318,5,615,257,מחל,הליכוד,מילרוד אליעזר 11 אשקלון,34.5587901,31.6495924,0.41788617886178864,0.482571649883811,מילרוד אליעזר 11 אשקלון,23,<br>others:<br>20.7% ישראל_ביתנו<br>16.4% כחול_לבן<br>11.2% שס<br>
Likud,אשקלון,7100,61 67 112,1,0,556,223,1,935,395,מחל,הליכוד,בן עטר אשקלון,34.5589579,31.6531822,0.42245989304812837,0.4992067689053411,בן עטר אשקלון,15,<br>others:<br>23.2% ישראל_ביתנו<br>14.4% שס<br>11.1% כחול_לבן<br>
Likud,אשקלון,7100,133,81,1,725,468,6,462,190,מחל,הליכוד,אשדוד 1 אשקלון,34.5599367,31.6669789,0.41125541125541126,0.6455172413793103,אשדוד 1 אשקלון,14,<br>others:<br>17.3% כחול_לבן<br>13.0% ישראל_ביתנו<br>11.0% שס<br>
Likud,פטיש,749,1,1,0,656,556,2,554,244,מחל,הליכוד,פטיש,34.56,31.33,0.4404332129963899,0.8475609756097561,פטיש,10,<br>others:<br>22.7% שס<br>15.5% צומת<br>7.9% כחול_לבן<br>
Blue_White,אורות,2012,1,1,0,436,324,0,324,199,פה,כחול_לבן,אורות,34.56,31.651,0.6141975308641975,0.7431192660550459,אורות,9,<br>others:<br>13.9% הליכוד<br>10.5% מרצ<br>8.0% העבודה_גשר<br>
Likud,אשקלון,7100,28 60 141,8,0,423,205,1,725,314,מחל,הליכוד,מילרוד אליעזר אשקלון,34.5600957,31.6506096,0.43310344827586206,0.4808454425363276,מילרוד אליעזר אשקלון,20,<br>others:<br>24.4% ישראל_ביתנו<br>13.8% שס<br>11.2% כחול_לבן<br>
Blue_White,מפלסים,668,1,1,1,668,480,3,477,267,פה,כחול_לבן,מפלסים,34.561674,31.50220599999999,0.559748427672956,0.718562874251497,מפלסים,12,<br>others:<br>18.7% העבודה_גשר<br>11.3% מרצ<br>5.9% הליכוד<br>
Likud,אשקלון,7100,55 59 62,9,0,540,300,4,961,422,מחל,הליכוד,ההסתדרות 4 אשקלון,34.5621711,31.6618741,0.43912591050988553,0.5243243243243243,ההסתדרות 4 אשקלון,20,<br>others:<br>17.8% ישראל_ביתנו<br>15.9% כחול_לבן<br>13.2% שס<br>
Likud,אשקלון,7100,40 77 129 131,29,0,561,390,0,1700,706,מחל,הליכוד,הנשיא 70 אשקלון,34.563015,31.6696598,0.4152941176470588,0.6604578967792006,הנשיא 70 אשקלון,16,<br>others:<br>22.6% כחול_לבן<br>8.8% ימינה<br>8.1% ישראל_ביתנו<br>
Likud,אשקלון,7100,26 31,26,0,541,265,3,685,297,מחל,הליכוד,בעל שם טוב 11 אשקלון,34.5640088,31.6597657,0.4335766423357664,0.5413416536661466,בעל שם טוב 11 אשקלון,15,<br>others:<br>27.4% ישראל_ביתנו<br>12.3% שס<br>7.7% כחול_לבן<br>
Israel_Beitenu,אשקלון,7100,23 37,85,0,655,334,2,604,282,ל,ישראל_ביתנו,הרב מימון 32 אשקלון,34.564695,31.6534087,0.46688741721854304,0.5,הרב מימון 32 אשקלון,16,<br>others:<br>32.5% הליכוד<br>8.1% שס<br>7.0% כחול_לבן<br>
Likud,אשקלון,7100,177 181 182,93,0,646,471,0,1301,504,מחל,הליכוד,שד עמק האלה 3 אשקלון,34.564725,31.6492652,0.3873943120676403,0.7173435784851812,שד עמק האלה 3 אשקלון,13,<br>others:<br>18.8% ישראל_ביתנו<br>18.8% כחול_לבן<br>12.5% שס<br>
Blue_White,ארז,714,1,1,0,417,310,1,309,155,פה,כחול_לבן,ארז,34.565,31.56,0.5016181229773463,0.7434052757793765,ארז,10,<br>others:<br>25.9% העבודה_גשר<br>13.3% מרצ<br>4.9% הליכוד<br>
Likud,אשקלון,7100,130,66,1,721,449,7,442,183,מחל,הליכוד,הגבורה אשקלון,34.565005,31.665098,0.41402714932126694,0.6227461858529819,הגבורה אשקלון,12,<br>others:<br>27.4% ישראל_ביתנו<br>17.0% כחול_לבן<br>6.1% שס<br>
Likud,אשקלון,7100,34 38,25,0,593,249,3,511,220,מחל,הליכוד,גרופר יעקב 15 אשקלון,34.5650175,31.6612689,0.43052837573385516,0.4338358458961474,גרופר יעקב 15 אשקלון,12,<br>others:<br>27.0% ישראל_ביתנו<br>12.7% שס<br>9.8% כחול_לבן<br>
Likud,אשקלון,7100,160,89,0,660,500,4,496,178,מחל,הליכוד,שד עמק חפר 32 אשקלון,34.5656973,31.6484873,0.3588709677419355,0.7575757575757576,שד עמק חפר 32 אשקלון,12,<br>others:<br>19.8% כחול_לבן<br>16.7% ישראל_ביתנו<br>12.3% שס<br>
Likud,אשקלון,7100,33 36 125,10,0,685,347,2,928,391,מחל,הליכוד,הרב עוזיאל אשקלון,34.5660919,31.6586912,0.4213362068965517,0.505939524838013,הרב עוזיאל אשקלון,17,<br>others:<br>23.3% שס<br>11.6% ישראל_ביתנו<br>11.4% כחול_לבן<br>
Likud,אשקלון,7100,44 49 51 123 167,32,0,700,411,1,1632,709,מחל,הליכוד,הראל 8 אשקלון,34.56628920000001,31.6818007,0.43443627450980393,0.4694229112833764,הראל 8 אשקלון,17,<br>others:<br>21.0% כחול_לבן<br>14.0% ישראל_ביתנו<br>6.6% ימינה<br>
Likud,אשקלון,7100,46 79 117 118,34,0,757,477,1,1855,813,מחל,הליכוד,פינס יוסף 18 אשקלון,34.566528,31.6684662,0.43827493261455525,0.6574858757062146,פינס יוסף 18 אשקלון,13,<br>others:<br>16.6% כחול_לבן<br>12.5% שס<br>10.7% ישראל_ביתנו<br>
Likud,אשקלון,7100,41 70 76 116 152 156,30,0,561,394,2,2556,1067,מחל,הליכוד,הצפצפה אשקלון,34.5668411,31.6727093,0.41744913928012517,0.665458311755567,הצפצפה אשקלון,17,<br>others:<br>20.0% כחול_לבן<br>10.2% ישראל_ביתנו<br>8.6% שס<br>
Likud,אשקלון,7100,30 32 35,2,0,482,254,3,784,296,מחל,הליכוד,שפינוזה אשקלון,34.5673935,31.6616395,0.37755102040816324,0.5458904109589041,שפינוזה אשקלון,16,<br>others:<br>17.5% ישראל_ביתנו<br>16.6% כחול_לבן<br>15.9% שס<br>
Likud,אשקלון,7100,43 114 115 142 168,13,0,616,374,1,1973,879,מחל,הליכוד,זונאבנד יחזקאל 12 אשקלון,34.5677315,31.6795374,0.4455144450076026,0.6499013806706114,זונאבנד יחזקאל 12 אשקלון,16,<br>others:<br>24.4% כחול_לבן<br>8.4% ישראל_ביתנו<br>6.7% שס<br>
Israel_Beitenu,אשקלון,7100,83 84 85 128,64,1,533,323,3,1244,515,ל,ישראל_ביתנו,שד' עופר 5 אשקלון,34.568305,31.657157,0.4139871382636656,0.5692866878691504,שד' עופר 5 אשקלון,19,<br>others:<br>30.5% הליכוד<br>14.5% כחול_לבן<br>6.6% שס<br>
Likud,אשקלון,7100,42 45 52,31,0,587,409,3,1272,497,מחל,הליכוד,יוהנסבורג אשקלון,34.56860650000001,31.6777775,0.39072327044025157,0.6803191489361702,יוהנסבורג אשקלון,15,<br>others:<br>27.3% כחול_לבן<br>8.5% ימינה<br>7.9% העבודה_גשר<br>
Likud,אשקלון,7100,47 50 57 71 72,7,0,543,325,2,2023,850,מחל,הליכוד,סמ שמגר 1 אשקלון,34.5688348,31.687137,0.42016806722689076,0.6229659195578754,סמ שמגר 1 אשקלון,16,<br>others:<br>28.4% כחול_לבן<br>6.9% ישראל_ביתנו<br>6.4% שס<br>
Likud,אשקלון,7100,53,37,0,663,274,3,271,115,מחל,הליכוד,בר כוכבא 209 אשקלון,34.569874,31.683272,0.42435424354243545,0.4132730015082956,בר כוכבא 209 אשקלון,12,<br>others:<br>23.6% כחול_לבן<br>13.7% ישראל_ביתנו<br>7.4% שס<br>
Likud,אשקלון,7100,54 78,23,0,418,277,2,583,277,מחל,הליכוד,בן צבי יצחק 4 אשקלון,34.5708628,31.6638594,0.4751286449399657,0.6685714285714286,בן צבי יצחק 4 אשקלון,14,<br>others:<br>16.8% כחול_לבן<br>11.0% שס<br>6.5% ימינה<br>
Israel_Beitenu,אשקלון,7100,81 82 154,12,0,642,396,6,1139,473,ל,ישראל_ביתנו,הסוכנות היהודית 14 אשקלון,34.5711572,31.6590316,0.41527655838454786,0.6111111111111112,הסוכנות היהודית 14 אשקלון,14,<br>others:<br>29.5% הליכוד<br>15.5% כחול_לבן<br>6.5% שס<br>
Likud,נתיבות,246,21 33 37,26,0,789,625,3,1649,622,מחל,הליכוד,קטיף 82 נתיבות,34.5737024,31.4158372,0.37719830200121285,0.7861216730038023,קטיף 82 נתיבות,12,<br>others:<br>32.5% שס<br>7.6% ימינה<br>7.2% עצמה_יהודית<br>
Likud,אשקלון,7100,75 102 145 149 169,80,0,655,431,0,2139,929,מחל,הליכוד,הר כנען 8 אשקלון,34.5757532,31.6831933,0.434315100514259,0.6775921840529467,הר כנען 8 אשקלון,17,<br>others:<br>23.8% כחול_לבן<br>10.9% ישראל_ביתנו<br>7.9% שס<br>
Likud,אשקלון,7100,101 134 136 175,35,0,734,570,5,1746,733,מחל,הליכוד,הר כנען 2 אשקלון,34.5759073,31.6821246,0.4198167239404353,0.7073760580411125,הר כנען 2 אשקלון,16,<br>others:<br>23.2% כחול_לבן<br>11.6% ישראל_ביתנו<br>7.4% שס<br>
Likud,אשקלון,7100,4 108,76,0,638,400,8,863,376,מחל,הליכוד,אריה 9 אשקלון,34.5763373,31.663729,0.43568945538818077,0.6623574144486692,אריה 9 אשקלון,14,<br>others:<br>20.5% ישראל_ביתנו<br>15.2% כחול_לבן<br>7.4% שס<br>
Likud,אשקלון,7100,3 104,92,0,657,411,1,836,314,מחל,הליכוד,פקיעין אשקלון,34.5769167,31.6667231,0.37559808612440193,0.6073752711496746,פקיעין אשקלון,17,<br>others:<br>17.7% ישראל_ביתנו<br>16.4% כחול_לבן<br>15.9% שס<br>
Likud,אשקלון,7100,137 147 164 166,87,0,573,402,0,1819,708,מחל,הליכוד,אדמונד דה רוטשילד 4 אשקלון,34.5772014,31.6866495,0.3892248488180319,0.7090626215480358,אדמונד דה רוטשילד 4 אשקלון,16,<br>others:<br>26.0% כחול_לבן<br>11.1% ישראל_ביתנו<br>9.0% שס<br>
Likud,מבקיעים,573,1,1,0,372,274,0,274,105,מחל,הליכוד,מבקיעים,34.577431,31.622518,0.38321167883211676,0.7365591397849462,מבקיעים,10,<br>others:<br>31.0% כחול_לבן<br>8.4% שס<br>6.2% העבודה_גשר<br>
Likud,אשקלון,7100,157 159,86,0,562,384,2,969,388,מחל,הליכוד,שד ירושלים 133 אשקלון,34.5775278,31.6939979,0.4004127966976264,0.721359940872136,שד ירושלים 133 אשקלון,14,<br>others:<br>26.7% כחול_לבן<br>8.6% ישראל_ביתנו<br>7.8% שס<br>
Yemina,תקומה,665,1,1,0,485,415,3,412,168,טב,ימינה,תקומה,34.578085,31.448536,0.4077669902912621,0.8556701030927835,תקומה,11,<br>others:<br>29.6% הליכוד<br>15.8% כחול_לבן<br>4.9% עצמה_יהודית<br>
Likud,נתיבות,246,27,17,0,649,494,2,492,178,מחל,הליכוד,הרב צבאן 32 נתיבות,34.5782713,31.4218423,0.3617886178861789,0.7611710323574731,הרב צבאן 32 נתיבות,9,<br>others:<br>33.5% שס<br>7.7% ימינה<br>6.1% עצמה_יהודית<br>
Shas,נתיבות,246,17 18 36,25,0,687,576,1,1611,777,שס,שס,שד ירושלים 185 נתיבות,34.5788372,31.41962719999999,0.4823091247672253,0.7880116959064327,שד ירושלים 185 נתיבות,11,<br>others:<br>24.8% הליכוד<br>8.7% ימינה<br>5.1% עצמה_יהודית<br>
Likud,אשקלון,7100,103 146,79,0,523,383,1,854,380,מחל,הליכוד,שד' הציונות 6 אשקלון,34.5792503,31.6826264,0.4449648711943794,0.7250423011844331,שד' הציונות 6 אשקלון,12,<br>others:<br>22.4% כחול_לבן<br>9.6% ישראל_ביתנו<br>7.4% שס<br>
Likud,אשקלון,7100,5 99 106 113 143 144,68,0,620,449,1,2740,1142,מחל,הליכוד,לכיש 9 אשקלון,34.5799034,31.6669281,0.4167883211678832,0.6639423076923077,לכיש 9 אשקלון,18,<br>others:<br>20.5% ישראל_ביתנו<br>16.0% כחול_לבן<br>9.5% שס<br>
Likud,אשקלון,7100,119 121 158 165 170 171 178 180,84,0,548,406,2,3786,1736,מחל,הליכוד,מעלה הגת 19 אשקלון,34.5802886,31.6921238,0.45853143159006865,0.7312859884836852,מעלה הגת 19 אשקלון,17,<br>others:<br>20.9% כחול_לבן<br>10.0% ישראל_ביתנו<br>7.9% שס<br>
Blue_White,ניר עם,348,1,1,0,386,260,0,260,114,פה,כחול_לבן,ניר עם,34.580544,31.518459,0.43846153846153846,0.6735751295336787,ניר עם,10,<br>others:<br>33.1% העבודה_גשר<br>9.2% הליכוד<br>5.4% מרצ<br>
Likud,אשקלון,7100,161.1 161.2 161.3 161.4 161.5,82,0,625,489,2,2250,931,מחל,הליכוד,שד' הציונות אשקלון,34.5805918,31.6865376,0.4137777777777778,0.7254964766175529,שד' הציונות אשקלון,18,<br>others:<br>22.8% כחול_לבן<br>11.1% ישראל_ביתנו<br>7.5% שס<br>
